"Time","Wager","Win","Balance"
"2019-05-31 00:11:07.420524",0.0,0.0,1000.0
"2019-05-31 00:11:07.551060",50.0,50.0,1000.0
"2019-05-31 00:11:10.273172",50.0,195.0,1145.0
"2019-05-31 00:11:12.964601",50.0,115.0,1210.0
"2019-05-31 00:11:15.638663",50.0,0.0,1160.0
"2019-05-31 00:11:18.326556",50.0,0.0,1110.0
"2019-05-31 00:11:21.031145",50.0,0.0,1060.0
"2019-05-31 00:11:23.714233",50.0,0.0,1010.0
"2019-05-31 00:11:26.394417",50.0,0.0,960.0
"2019-05-31 00:11:29.077978",50.0,25.0,935.0
"2019-05-31 00:11:31.754498",50.0,5.0,890.0
"2019-05-31 00:11:34.447583",50.0,0.0,840.0
"2019-05-31 00:11:37.133369",50.0,0.0,790.0
"2019-05-31 00:11:39.817531",50.0,0.0,740.0
"2019-05-31 00:11:43.021659",50.0,30.0,720.0
"2019-05-31 00:11:45.698198",50.0,80.0,750.0
"2019-05-31 00:11:48.376791",50.0,200.0,900.0
"2019-05-31 00:11:51.059098",50.0,0.0,850.0
"2019-05-31 00:11:53.748273",50.0,0.0,800.0
"2019-05-31 00:11:56.429445",50.0,0.0,750.0
"2019-05-31 00:11:59.107933",50.0,310.0,1010.0
"2019-05-31 00:12:01.794556",50.0,5.0,965.0
"2019-05-31 00:12:04.488505",50.0,0.0,915.0
"2019-05-31 00:12:07.175468",50.0,150.0,1015.0
"2019-05-31 00:12:09.852542",50.0,50.0,1015.0
"2019-05-31 00:12:12.544907",50.0,0.0,965.0
"2019-05-31 00:12:15.227652",50.0,30.0,945.0
"2019-05-31 00:12:17.919447",50.0,0.0,895.0
"2019-05-31 00:12:20.608245",50.0,40.0,885.0
"2019-05-31 00:12:23.286610",50.0,20.0,855.0
"2019-05-31 00:12:28.622773",50.0,30.0,835.0
"2019-05-31 00:12:32.365243",50.0,0.0,785.0
"2019-05-31 00:12:35.045130",50.0,10.0,745.0
"2019-05-31 00:12:37.732722",50.0,0.0,695.0
"2019-05-31 00:12:40.417588",50.0,0.0,645.0
"2019-05-31 00:12:43.096547",50.0,30.0,625.0
"2019-05-31 00:12:45.782567",50.0,0.0,575.0
"2019-05-31 00:12:48.463785",50.0,0.0,525.0
"2019-05-31 00:12:51.148435",50.0,0.0,475.0
"2019-05-31 00:12:53.823941",50.0,0.0,425.0
"2019-05-31 00:12:56.514541",50.0,0.0,375.0
"2019-05-31 00:12:59.189881",50.0,500.0,825.0
"2019-05-31 00:13:02.427219",50.0,0.0,775.0
"2019-05-31 00:13:05.116955",50.0,0.0,725.0
"2019-05-31 00:13:07.797012",50.0,0.0,675.0
"2019-05-31 00:13:10.481270",50.0,0.0,625.0
"2019-05-31 00:13:13.166540",50.0,50.0,625.0
"2019-05-31 00:13:15.846736",50.0,80.0,655.0
"2019-05-31 00:13:18.544711",50.0,0.0,605.0
"2019-05-31 00:13:21.232728",50.0,15.0,570.0
"2019-05-31 00:13:23.921065",50.0,0.0,520.0
"2019-05-31 00:13:26.599781",50.0,0.0,470.0
"2019-05-31 00:13:29.278138",50.0,0.0,420.0
"2019-05-31 00:13:31.953460",50.0,0.0,370.0
"2019-05-31 00:13:34.635506",50.0,0.0,320.0
"2019-05-31 00:13:37.312913",50.0,0.0,270.0
"2019-05-31 00:13:39.994314",50.0,0.0,220.0
"2019-05-31 00:13:42.669533",50.0,0.0,170.0
"2019-05-31 00:13:45.355223",50.0,0.0,120.0
"2019-05-31 00:13:48.030732",50.0,0.0,70.0
"2019-05-31 00:13:50.729713",50.0,0.0,20.0
"2019-05-31 00:13:54.811142",0.0,0.0,1000.0
"2019-05-31 00:13:54.934189",50.0,0.0,950.0
"2019-05-31 00:13:57.137274",50.0,0.0,900.0
