"Time","Wager","Win","Balance"
"2019-06-04 10:21:27.166406",0.0,0.0,1000.0
"2019-06-04 10:21:27.215831",50.0,0.0,950.0
"2019-06-04 10:21:29.460768",50.0,15.0,915.0
"2019-06-04 10:21:32.190640",50.0,0.0,865.0
"2019-06-04 10:21:34.920278",50.0,0.0,815.0
"2019-06-04 10:21:37.112709",50.0,0.0,765.0
"2019-06-04 10:21:39.841484",50.0,30.0,745.0
"2019-06-04 10:21:42.568261",50.0,0.0,695.0
"2019-06-04 10:21:45.288782",50.0,40.0,685.0
"2019-06-04 10:21:48.005845",50.0,0.0,635.0
"2019-06-04 10:21:50.724336",50.0,230.0,815.0
"2019-06-04 10:21:53.463157",50.0,100.0,865.0
"2019-06-04 10:21:56.187974",50.0,0.0,815.0
"2019-06-04 10:21:58.906097",50.0,11530.0,12295.0
"2019-06-04 10:22:35.907940",50.0,0.0,12245.0
"2019-06-04 10:22:38.628890",50.0,360.0,12555.0
"2019-06-04 10:22:41.345134",50.0,5.0,12510.0
"2019-06-04 10:22:44.068637",50.0,0.0,12460.0
"2019-06-04 10:22:46.259221",50.0,0.0,12410.0
"2019-06-04 10:22:48.979849",50.0,80.0,12440.0
"2019-06-04 10:22:51.713596",50.0,10.0,12400.0
"2019-06-04 10:22:54.431998",50.0,0.0,12350.0
"2019-06-04 10:22:57.160149",50.0,0.0,12300.0
"2019-06-04 10:22:59.881053",50.0,0.0,12250.0
"2019-06-04 10:23:02.596245",50.0,100.0,12300.0
"2019-06-04 10:23:05.315089",50.0,0.0,12250.0
"2019-06-04 10:23:08.027973",50.0,0.0,12200.0
"2019-06-04 10:23:10.747044",50.0,0.0,12150.0
"2019-06-04 10:23:12.931597",50.0,0.0,12100.0
"2019-06-04 10:23:15.648452",50.0,0.0,12050.0
"2019-06-04 10:23:17.830024",50.0,35.0,12035.0
"2019-06-04 10:23:20.550482",50.0,0.0,11985.0
"2019-06-04 10:23:23.270699",50.0,0.0,11935.0
"2019-06-04 10:23:25.979843",50.0,20.0,11905.0
"2019-06-04 10:23:28.702911",50.0,25.0,11880.0
"2019-06-04 10:23:31.429274",50.0,0.0,11830.0
"2019-06-04 10:23:34.147204",50.0,0.0,11780.0
"2019-06-04 10:23:36.330004",50.0,5.0,11735.0
"2019-06-04 10:23:39.051858",50.0,0.0,11685.0
"2019-06-04 10:23:41.773035",50.0,0.0,11635.0
"2019-06-04 10:23:44.500079",50.0,85.0,11670.0
"2019-06-04 10:23:47.217871",50.0,0.0,11620.0
"2019-06-04 10:23:49.936492",50.0,0.0,11570.0
"2019-06-04 10:23:52.658370",50.0,10.0,11530.0
"2019-06-04 10:23:55.386269",50.0,0.0,11480.0
"2019-06-04 10:23:58.109241",50.0,40.0,11470.0
"2019-06-04 10:24:02.436170",50.0,2985.0,14405.0
"2019-06-04 10:24:39.484111",50.0,0.0,14355.0
"2019-06-04 10:24:41.677792",50.0,15.0,14320.0
"2019-06-04 10:24:44.391455",50.0,0.0,14270.0
"2019-06-04 10:24:47.107861",50.0,0.0,14220.0
"2019-06-04 10:24:49.828600",50.0,150.0,14320.0
"2019-06-04 10:24:52.556754",50.0,0.0,14270.0
"2019-06-04 10:24:55.279184",50.0,0.0,14220.0
"2019-06-04 10:24:58.541906",50.0,0.0,14170.0
"2019-06-04 10:25:01.260023",50.0,400.0,14520.0
"2019-06-04 10:25:03.977371",50.0,0.0,14470.0
"2019-06-04 10:25:06.710498",50.0,0.0,14420.0
"2019-06-04 10:25:09.430009",50.0,0.0,14370.0
"2019-06-04 10:25:12.147106",50.0,100.0,14420.0
"2019-06-04 10:25:14.866861",50.0,0.0,14370.0
"2019-06-04 10:25:17.578217",50.0,0.0,14320.0
"2019-06-04 10:25:20.303425",50.0,0.0,14270.0
"2019-06-04 10:25:23.019360",50.0,5.0,14225.0
"2019-06-04 10:25:25.742519",50.0,120.0,14295.0
"2019-06-04 10:25:28.467271",50.0,50.0,14295.0
"2019-06-04 10:25:31.180787",50.0,5.0,14250.0
"2019-06-04 10:25:33.904990",50.0,0.0,14200.0
"2019-06-04 10:25:36.635716",50.0,0.0,14150.0
"2019-06-04 10:25:38.819556",50.0,0.0,14100.0
"2019-06-04 10:25:41.543402",50.0,0.0,14050.0
"2019-06-04 10:25:44.266777",50.0,0.0,14000.0
"2019-06-04 10:25:46.450688",50.0,0.0,13950.0
"2019-06-04 10:25:49.165378",50.0,0.0,13900.0
"2019-06-04 10:25:51.352106",50.0,15.0,13865.0
"2019-06-04 10:25:54.071673",50.0,5.0,13820.0
"2019-06-04 10:25:56.792407",50.0,0.0,13770.0
