"Time","Wager","Win","Balance"
"2019-06-03 21:18:06.855449",0.0,0.0,1000.0
"2019-06-03 21:18:06.904808",50.0,0.0,950.0
"2019-06-03 21:18:09.725350",50.0,0.0,900.0
"2019-06-03 21:18:12.452516",50.0,1100.0,1950.0
"2019-06-03 21:18:15.739498",50.0,0.0,1900.0
"2019-06-03 21:18:18.486889",50.0,0.0,1850.0
"2019-06-03 21:18:21.212181",50.0,0.0,1800.0
"2019-06-03 21:18:23.932802",50.0,30.0,1780.0
"2019-06-03 21:18:26.670827",50.0,0.0,1730.0
"2019-06-03 21:18:29.391632",50.0,0.0,1680.0
"2019-06-03 21:18:32.114668",50.0,15.0,1645.0
"2019-06-03 21:18:34.837926",50.0,45.0,1640.0
"2019-06-03 21:18:37.564312",50.0,0.0,1590.0
"2019-06-03 21:18:40.285809",50.0,150.0,1690.0
"2019-06-03 21:18:42.995917",50.0,0.0,1640.0
"2019-06-03 21:18:45.718355",50.0,0.0,1590.0
"2019-06-03 21:18:48.434051",50.0,0.0,1540.0
"2019-06-03 21:18:51.155417",50.0,0.0,1490.0
"2019-06-03 21:18:53.871806",50.0,0.0,1440.0
"2019-06-03 21:18:56.591036",50.0,120.0,1510.0
"2019-06-03 21:18:59.318045",50.0,30.0,1490.0
"2019-06-03 21:19:02.040391",50.0,0.0,1440.0
"2019-06-03 21:19:04.767034",50.0,0.0,1390.0
"2019-06-03 21:22:38.214525",50.0,0.0,1340.0
"2019-06-03 21:22:41.468391",50.0,0.0,1290.0
"2019-06-03 21:22:44.724508",50.0,0.0,1240.0
"2019-06-03 21:22:47.442852",50.0,0.0,1190.0
"2019-06-03 21:22:50.163723",50.0,0.0,1140.0
"2019-06-03 21:22:52.878239",50.0,0.0,1090.0
"2019-06-03 21:22:55.601846",50.0,0.0,1040.0
"2019-06-03 21:22:58.321992",50.0,15.0,1005.0
"2019-06-03 21:23:01.048067",50.0,0.0,955.0
"2019-06-03 21:23:03.769762",50.0,0.0,905.0
"2019-06-03 21:23:06.485865",50.0,0.0,855.0
"2019-06-03 21:23:09.229678",50.0,0.0,805.0
"2019-06-03 21:23:11.951567",50.0,3000.0,3755.0
"2019-06-03 21:23:15.250606",50.0,60.0,3765.0
"2019-06-03 21:23:17.977993",50.0,0.0,3715.0
"2019-06-03 21:23:20.700898",50.0,0.0,3665.0
"2019-06-03 21:23:23.423353",50.0,0.0,3615.0
"2019-06-03 21:23:26.143977",50.0,0.0,3565.0
"2019-06-03 21:23:28.859666",50.0,200.0,3715.0
"2019-06-03 21:23:31.589944",50.0,30.0,3695.0
"2019-06-03 21:23:34.309521",50.0,0.0,3645.0
"2019-06-03 21:23:37.031057",50.0,0.0,3595.0
"2019-06-03 21:23:41.887613",50.0,0.0,3545.0
"2019-06-03 21:23:44.616614",50.0,0.0,3495.0
"2019-06-03 21:23:47.343759",50.0,40.0,3485.0
"2019-06-03 21:23:50.070641",50.0,0.0,3435.0
"2019-06-03 21:23:52.791075",50.0,0.0,3385.0
"2019-06-03 21:23:55.514096",50.0,0.0,3335.0
"2019-06-03 21:23:58.235696",50.0,30.0,3315.0
"2019-06-03 21:24:00.963424",50.0,0.0,3265.0
"2019-06-03 21:24:03.686828",50.0,15.0,3230.0
"2019-06-03 21:24:06.407369",50.0,50.0,3230.0
"2019-06-03 21:24:09.133081",50.0,0.0,3180.0
"2019-06-03 21:24:11.857933",50.0,30.0,3160.0
"2019-06-03 21:24:14.576828",50.0,0.0,3110.0
"2019-06-03 21:24:17.299833",50.0,15.0,3075.0
"2019-06-03 21:24:20.021374",50.0,120.0,3145.0
