"Time","Wager","Win","Balance"
"2019-05-30 22:01:43.281706",0.0,0.0,1000.0
"2019-05-30 22:01:43.422426",50.0,450.0,1400.0
"2019-05-30 22:01:46.114502",50.0,20.0,1370.0
"2019-05-30 22:01:48.767607",50.0,0.0,1320.0
"2019-05-30 22:01:51.414131",50.0,0.0,1270.0
"2019-05-30 22:01:54.053332",50.0,10.0,1230.0
"2019-05-30 22:01:56.714627",50.0,0.0,1180.0
"2019-05-30 22:01:59.355476",50.0,0.0,1130.0
"2019-05-30 22:02:01.999878",50.0,0.0,1080.0
"2019-05-30 22:02:04.653155",50.0,40.0,1070.0
"2019-05-30 22:02:07.301961",50.0,40.0,1060.0
"2019-05-30 22:02:09.954819",50.0,0.0,1010.0
"2019-05-30 22:02:12.605078",50.0,0.0,960.0
"2019-05-30 22:02:15.247714",50.0,0.0,910.0
"2019-05-30 22:02:17.896414",50.0,0.0,860.0
"2019-05-30 22:02:20.534683",50.0,0.0,810.0
"2019-05-30 22:02:23.184042",50.0,0.0,760.0
"2019-05-30 22:02:25.824624",50.0,0.0,710.0
"2019-05-30 22:02:28.469056",50.0,0.0,660.0
"2019-05-30 22:02:31.112150",50.0,0.0,610.0
"2019-05-30 22:02:33.757474",50.0,250.0,810.0
"2019-05-30 22:02:36.406322",50.0,0.0,760.0
"2019-05-30 22:02:39.054442",50.0,30.0,740.0
"2019-05-30 22:02:41.703119",50.0,30.0,720.0
"2019-05-30 22:02:44.347112",50.0,0.0,670.0
"2019-05-30 22:02:46.989495",50.0,0.0,620.0
"2019-05-30 22:02:49.629517",50.0,0.0,570.0
"2019-05-30 22:02:52.276117",50.0,125.0,645.0
"2019-05-30 22:02:54.927485",50.0,0.0,595.0
"2019-05-30 22:02:57.577911",50.0,0.0,545.0
"2019-05-30 22:03:00.221450",50.0,20.0,515.0
"2019-05-30 22:03:02.866043",50.0,0.0,465.0
"2019-05-30 22:03:05.506732",50.0,30.0,445.0
"2019-05-30 22:03:08.147433",50.0,0.0,395.0
"2019-05-30 22:03:10.791526",50.0,200.0,545.0
"2019-05-30 22:03:13.442663",50.0,0.0,495.0
"2019-05-30 22:03:16.095498",50.0,100.0,545.0
"2019-05-30 22:03:18.744443",50.0,0.0,495.0
"2019-05-30 22:03:21.392887",50.0,0.0,445.0
"2019-05-30 22:03:24.041561",50.0,0.0,395.0
"2019-05-30 22:03:26.679822",50.0,0.0,345.0
"2019-05-30 22:03:29.329579",50.0,100.0,395.0
"2019-05-30 22:03:31.976318",50.0,0.0,345.0
"2019-05-30 22:03:34.616569",50.0,0.0,295.0
"2019-05-30 22:03:37.262769",50.0,0.0,245.0
"2019-05-30 22:03:39.913905",50.0,200.0,395.0
"2019-05-30 22:03:42.564037",50.0,0.0,345.0
"2019-05-30 22:03:45.212223",50.0,0.0,295.0
"2019-05-30 22:03:47.861942",50.0,30.0,275.0
"2019-05-30 22:03:50.496141",50.0,50.0,275.0
"2019-05-30 22:03:53.144256",50.0,0.0,225.0
"2019-05-30 22:03:55.786078",50.0,20.0,195.0
"2019-05-30 22:03:58.433657",50.0,0.0,145.0
"2019-05-30 22:04:01.082514",50.0,0.0,95.0
"2019-05-30 22:04:03.728888",50.0,5.0,50.0
