"Time","Wager","Win","Balance"
"2019-06-03 17:46:06.690371",0.0,0.0,1000.0
"2019-06-03 17:46:06.741961",50.0,0.0,950.0
"2019-06-03 17:46:09.516302",50.0,100.0,1000.0
"2019-06-03 17:46:12.244446",50.0,45.0,995.0
"2019-06-03 17:46:14.970319",50.0,0.0,945.0
"2019-06-03 17:46:17.698052",50.0,0.0,895.0
"2019-06-03 17:46:20.415093",50.0,40.0,885.0
"2019-06-03 17:46:23.133643",50.0,0.0,835.0
"2019-06-03 17:46:26.401152",50.0,0.0,785.0
"2019-06-03 17:46:29.125797",50.0,0.0,735.0
"2019-06-03 17:46:33.456750",50.0,125.0,810.0
"2019-06-03 17:46:36.175278",50.0,0.0,760.0
"2019-06-03 17:46:38.889469",50.0,0.0,710.0
"2019-06-03 17:46:41.611013",50.0,0.0,660.0
"2019-06-03 17:46:45.934039",50.0,0.0,610.0
"2019-06-03 17:46:48.665074",50.0,100.0,660.0
"2019-06-03 17:46:51.388477",50.0,0.0,610.0
"2019-06-03 17:46:54.100893",50.0,0.0,560.0
"2019-06-03 17:46:56.818210",50.0,100.0,610.0
"2019-06-03 17:46:59.542087",50.0,0.0,560.0
"2019-06-03 17:47:02.268788",50.0,0.0,510.0
"2019-06-03 17:47:05.000194",50.0,0.0,460.0
"2019-06-03 17:47:07.717653",50.0,30.0,440.0
"2019-06-03 17:47:10.442749",50.0,0.0,390.0
"2019-06-03 17:47:13.167593",50.0,0.0,340.0
"2019-06-03 17:47:15.894199",50.0,0.0,290.0
"2019-06-03 17:47:18.619058",50.0,0.0,240.0
"2019-06-03 17:47:22.940807",50.0,5.0,195.0
"2019-06-03 17:47:25.674724",50.0,0.0,145.0
"2019-06-03 17:47:28.393529",50.0,0.0,95.0
"2019-06-03 17:47:31.108134",50.0,0.0,45.0
"2019-06-03 17:47:38.086947",0.0,0.0,1000.0
"2019-06-03 17:47:38.129926",50.0,30.0,980.0
"2019-06-03 17:47:40.877650",50.0,150.0,1080.0
"2019-06-03 17:47:43.611133",50.0,0.0,1030.0
"2019-06-03 17:47:46.337087",50.0,0.0,980.0
"2019-06-03 17:47:49.059001",50.0,100.0,1030.0
"2019-06-03 17:47:51.785016",50.0,0.0,980.0
"2019-06-03 17:47:54.517551",50.0,0.0,930.0
"2019-06-03 17:47:57.243949",50.0,0.0,880.0
"2019-06-03 17:47:59.963423",50.0,0.0,830.0
"2019-06-03 17:48:02.684393",50.0,0.0,780.0
"2019-06-03 17:48:05.401757",50.0,0.0,730.0
"2019-06-03 17:48:08.119786",50.0,30.0,710.0
"2019-06-03 17:48:10.842016",50.0,10.0,670.0
"2019-06-03 17:48:13.563186",50.0,60.0,680.0
"2019-06-03 17:48:16.297906",50.0,1020.0,1650.0
"2019-06-03 17:48:19.578688",50.0,5.0,1605.0
"2019-06-03 17:48:22.301113",50.0,0.0,1555.0
"2019-06-03 17:48:25.018140",50.0,100.0,1605.0
"2019-06-03 17:48:27.738040",50.0,0.0,1555.0
"2019-06-03 17:48:30.454653",50.0,0.0,1505.0
"2019-06-03 17:48:33.179971",50.0,0.0,1455.0
"2019-06-03 17:48:35.902843",50.0,15.0,1420.0
"2019-06-03 17:48:38.623728",50.0,0.0,1370.0
"2019-06-03 17:48:41.347816",50.0,0.0,1320.0
"2019-06-03 17:48:44.063832",50.0,0.0,1270.0
"2019-06-03 17:48:46.795696",50.0,0.0,1220.0
"2019-06-03 17:48:49.520193",50.0,60.0,1230.0
"2019-06-03 17:48:52.244765",50.0,0.0,1180.0
"2019-06-03 17:48:54.954593",50.0,0.0,1130.0
"2019-06-03 17:48:57.679001",50.0,105.0,1185.0
"2019-06-03 17:49:00.410234",50.0,10.0,1145.0
"2019-06-03 17:49:03.134286",50.0,15.0,1110.0
"2019-06-03 17:49:05.859119",50.0,0.0,1060.0
"2019-06-03 17:49:08.580005",50.0,0.0,1010.0
"2019-06-03 17:49:11.302037",50.0,0.0,960.0
"2019-06-03 17:49:14.024958",50.0,0.0,910.0
